original,translation
Поиск сохранений удалённых пользователей...,Buscando datos de guardado de usuarios eliminados...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},Versión mostrada      : {}
Показываемое название   : {},Nombre mostrado       : {}
Показывать 'Обновить отсюда',Mostrar 'Actualizar desde aquí'
Показывать объединённый NSP,Mostrar NSP combinado
Показывать папку 'Mods&Cheats',Mostrar carpeta 'Mods&Cheats'
Показывать прогрев кеша,Mostrar precalentamiento de caché
Показывать размер LFS (долго),Mostrar tamaño LFS (lento)
Показывать секунды,Mostrar segundos
Показывать часы в статусе,Mostrar reloj en el estado
Поколение ключа              : {},Generación de clave            : {}
Git commit hash              : {:016X},Git commit hash                : {:016X}
Полная ёмкость      : {} mAh,Capacidad total      : {} mAh
Получен список из {} записей,Lista de {} entradas recibida
Получен список из {} записи,Lista recibida de {} entradas
Получение версий установленных игр,Obteniendo versiones de juegos instalados
Получение информации из hac_versionlist...,Obteniendo información de hac_versionlist...
Получение информации из системы...,Obteniendo información del sistema...
Получение информации об играх...,Obteniendo información de juegos...
Получение списка тикетов...,Obteniendo lista de tickets...
Получение файла: {} МБ ({:.2f} МБ/сек),Recibiendo archivo: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Recibiendo archivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/seg)
   Получение списка бекапов...{}/{}    ,   Obteniendo lista de copias de seguridad...{}/{}    
IavgEmpty             : {:04x},IavgEmpty               : {:04x}
Полученное время: {},Tiempo recibido: {}
Полученный размер: {},Tamaño recibido: {}
"Получено: {}, ({:.2f} МБ/сек)","Recibido: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Usuario {} no encontrado. Creación de guardado imposible
Пользователь не найден,Usuario no encontrado
Пользовательские хранилища,Almacenamientos personalizados
Попытаться разобрать,Intentar analizar
Попытка исправить,Intentando reparar
Портрет (90°),Vertical (90°)
Португальский,Portugués
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Inicio, L+➡-Fin, ZL-Mayús, ZR-Intro, Y-Espacio, X-Retroceso, R3-Idioma"
После удаления игры не будут запускаться,Los juegos no se iniciarán después de eliminarlos
Посылается файл: {},Enviando archivo: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Enviando archivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Tamaño del búfer de comandos excedido
Предел входного тока             : {} mA,Límite de corriente de entrada           : {} mA
Предел напряжения заряда батареи : {} mV,Límite de tensión de carga de la batería : {} mV
LFS мод.: -,Modo LFS: -
Предназначение          : {},Propósito             : {}
Предоставить по FTP,Proporcionar por FTP
Предупреждения: ,Advertencias: 
Прекращение прослушивания на {}:{},Deteniendo escucha en {}:{}
Прервано пользователем,Cancelado por el usuario
Привязка к {}:{},Vinculando a {}:{}
Принято соединение от {}:{},Conexión aceptada desde {}:{}
Проверить целостность,Verificar integridad
"LFS мод.: Присутствует, Размер: ","Mod LFS: Presente, Tamaño: "
Проверка magic...,Comprobando magic...
"Проверка {} ({}, {}), {}","Verificación {} ({}, {}), {}"
Проверка картриджа...,Comprobando cartucho...
Проверка на наличие  {}...,Comprobando {}...
Проверка обновлений,Comprobando actualizaciones
Проверка обновлений игр,Comprobando actualizaciones de juegos
Проверка сохранений,Comprobando datos de guardado
Проверка целостности ({}),Verificación de integridad ({})
Проверяется: {},Comprobando: {}
Проверять хэш при установке,Verificar hash durante la instalación
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS: Presente, Tamaño: cálculo desactivado en ajustes"
Проверяются бекапы...,Comprobando copias de seguridad...
Проверяются сохранения,Comprobando partidas guardadas
Программа {}. Control не найдена,Aplicación {}. Control no encontrado
Программа {}. Exefs не найдена,Programa {}. Exefs no encontrado
Программа {}. Romfs не найдена,Aplicación {}. Romfs no encontrado
Произошла неизвестная ошибка,Se produjo un error desconocido
Произошла ошибка:,Ocurrió un error:
Произошла ошибка: {},Se produjo un error: {}
Пропускаем файл до начала secure раздела ,Omitiendo archivo hasta el inicio de la sección segura 
LFS папка игры,Carpeta LFS del juego
Пропускается: {}          \r,Omitiendo: {}          \r
Прослушивание на {}:{},Escuchando en {}:{}
Просмотр SD карты,Explorar tarjeta SD
Просмотр USB носителей,Explorar unidades USB
Просмотр альбома по HTTP,Ver álbum por HTTP
Просмотр раздела SYSTEM,Explorar partición SYSTEM
Просмотр раздела USER,Explorar partición USER
Просмотр сети,Explorar red
MTP Респондер (нажмите B для остановки),Respondedor MTP (pulsa B para detener)
Просмотр сохранений,Ver partidas guardadas
Просмотр тикетов,Ver tickets
Просмотр установленных игр,Ver juegos instalados
Просмотреть игры,Ver juegos
Просто запуск,Solo iniciar
Разбор,Análisis
Раздел secure не найден,Sección secure no encontrada
Размер  : ,Tamaño  : 
"Размер  : {}, {} файл","Tamaño  : {}, {} archivo"
"Размер  : {}, {} файла","Tamaño  : {}, {} archivo"
"Размер  : {}, {} файлов","Tamaño  : {}, {} archivos"
Размер посылаемого файла   : {},Tamaño del archivo enviado: {}
Размер сохранений     : {},Tamaño de datos guardados     : {}
Размер: {},Tamaño: {}
Разрешено,Permitido
Распаковать в подкаталог,Extraer a subdirectorio
Распаковать сюда,Extraer aquí
Распаковка файла,Desempaquetando archivo
Растущие цветы:     {},Flores creciendo:     {}
Nintendo Account задан и связан,Cuenta de Nintendo establecida y vinculada
Регион                  : {},Región                : {}
Регистрация контента {}...,Registrando contenido {}...
Регистрация файла {}...,Registrando archivo {}...
Регистры котроллера MAX17050,Registros del controlador MAX17050
Редактирование возрастного рейтинга...,Editando clasificación por edad...
Редактирование запретов,Editar restricciones
Режим HiZ зарядки       : {},Modo de carga HiZ     : {}
Режим киоска            : {},Modo quiosco          : {}
Рендеринг FB2,Renderizando FB2
"Nintendo Account задан, но не связан","Cuenta de Nintendo establecida, pero no vinculada"
Родительский PIN        : {},PIN parental          : {}
Сброс требуемой версии,Restablecer versión requerida
Сброс требуемой версии к ,Restableciendo versión requerida a 
Сбросить требуемую версию,Restablecer versión requerida
Сведения,Información
Сведения...,Información...
Свободное место в хранилище: {},Espacio libre en almacenamiento: {}
Свободное место: {},Espacio libre: {}
Сгенерировать и установить,Generar e instalar
   Получение списка сохранений...   ,   Obteniendo lista de guardados...   
Nintendo Account не задан,Cuenta de Nintendo no establecida
Сдампить на SD карту,Volcar a tarjeta SD
Сдампить на внешний USB,Volcar a USB externo
Сдампить текущую прошивку,Volcar firmware actual
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Volcado: {}/{} ({}%) ({:.2f} MB/seg)
Сделать бекап,Crear copia de seguridad
"Сделать бекап, если новее",Hacer copia de seguridad si es más reciente
Северная Америка,América del Norte
Сентябрь,Septiembre
Сепия,Sepia
Сервер запущен,Servidor iniciado
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,El servidor ofrece realizar una actualización de DBI\n\nPresiona (+) para confirmar\nCualquier otro botón para cancelar
Серийный # прочитанный  : {},Nº de serie leído     : {}
Серийный # угаданный    : {},Nº de serie adivinado : {}
Серийный номер         : {},Número de serie                  : {}
Сессии,Sesiones
Сессия закрыта,Sesión cerrada
Сессия открыта,Sesión abierta
Силовая роль                     : {},Rol de energía                           : {}
Синхронизация времени по NTP,Sincronización de hora por NTP
Системные приложения,Aplicaciones del sistema
QrTable00             : {:04x},QrTable00               : {:04x}
Системный по умолчанию,Predeterminado del sistema
Сканирование директорий...,Escaneando directorios...
Сканирование игр...,Escaneando juegos...
Скачано {}/{},Descargado {}/{}
Скачивание файла не удалось,Error al descargar el archivo
Скорость USB интерфейса: ,Velocidad de interfaz USB: 
Скорость передачи: {:.2f} МБ/сек,Velocidad de transferencia: {:.2f} MB/seg
Смещать курсор после выделения,Mover cursor después de la selección
Собираются сведения...,Recopilando información...
Соединение сброшено,Conexión restablecida
QrTable10             : {:04x},QrTable10               : {:04x}
Сожжено предохранителей : {},Fusibles quemados     : {}
Создавать LFS папку,Crear carpeta LFS
Создан zip-файл: ,Archivo zip creado: 
Создание DLC анлокера,Creando desbloqueador de DLC
Создание NSP,Creando NSP
Создание sdmc:/versions.txt,Creando sdmc:/versions.txt
Создание бекапа сохранения ,Creando copia de seguridad de datos de guardado 
Создание дампа ({}),Creando volcado ({})
Создание дампа: {},Creando volcado: {}
Создание единого репака,Creando un repack unificado
QrTable20             : {:04x},QrTable20               : {:04x}
Создание записи об игре...,Creando registro de juego...
Создание каталога: ,Creando directorio: 
Создание новой записи об игре...,Creando nueva entrada de juego...
Создание объекта: ,Creando objeto: 
Создание плейсхолдера: {}...,Creando marcador: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creando repack Id: {:016X}, Versión: {}, Tipo: {}"
Создание строк... {}%,Creando cadenas... {}%
Создание таблицы имён,Creando tabla de nombres
Создание тела файла,Creando cuerpo del archivo
Создание точки доступа...,Creando punto de acceso...
QrTable30             : {:04x},QrTable30               : {:04x}
Создание фейковой записи... ,Creando registro falso... 
Создание хэш таблицы,Creando tabla hash
Создание ярлыка,Creando acceso directo
Создано новое сохранение. Восстанавливаю бекап в него...,Nuevo guardado creado. Restaurando copia de seguridad...
Создать sdmc:/versions.txt,Crear sdmc:/versions.txt
Создать единый репак,Crear repaquetado único
Создать новое сохранение...,Crear nueva partida guardada...
Создать новый каталог...,Crear nuevo directorio...
Создать новый файл...,Crear nuevo archivo...
Создать ярлык,Crear acceso directo
RCOMP0                : {:04x},RCOMP0                  : {:04x}
Создать ярлык для hbmenu,Crear acceso directo para hbmenu
Создать ярлык на рабочий стол для DBI...,Crear acceso directo en el escritorio para DBI...
Создать ярлык с аргументами...,Crear acceso directo con argumentos...
Создаётся MTP хранилище: ,Creando almacenamiento MTP: 
Создаётся обновлённая запись об игре...,Creando registro de juego actualizado...
Сохранение для {} уже существует,Los datos de guardado para {} ya existen
Сохранения,Datos guardados
Сохранения будут удалены!,¡Los datos de guardado serán eliminados!
Сохранения только в RO режиме,Guardados solo en modo RO
RTC запущены (приблизительно) : {},RTC iniciado (aproximadamente)    : {}
Сохранения удалённых игр ({}),Guardados de juegos eliminados ({})
Сохранения установленных игр ({}),Partidas guardadas de juegos instalados ({})
Сохранёные в системе параметры котроллера батареи,Parámetros del controlador de batería guardados en el sistema
Средняя температура : {}°C,Temperatura promedio : {}°C
Статистика игры ,Estadísticas del juego 
Строка поиска: ,Cadena de búsqueda: 
Сумма %% заряд-разряд : {} (~{} 0-100 циклов),Total %% carga-descarga : {} (~{} 0-100 ciclos)
Существующая запись об игре не найдена,No se encontró el registro del juego existente
Существующее сохранение не найдено и новое не может быть создано,No se encontró la partida guardada existente y no se puede crear una nueva
SDK {} уже был экспортирован: {},SDK {} ya ha sido exportado: {}
Тайтл не установлен,Título no instalado
Тайтл установлен,Título instalado
Тайтлы с ошибками:,Títulos con errores:
Текущая ёмкость                  : {}%,Capacidad actual                         : {}%
Текущая ёмкость     : {} mAh,Capacidad actual     : {} mAh
Текущее время: {},Hora actual: {}
Текущее напряжение  : {} mV,Voltaje actual       : {} mV
Текущий заряд       : {}%,Carga actual         : {}%
Текущий ток         : {} mA,Corriente actual     : {} mA
SDK на подмену не найдены,No se encontraron SDK para reemplazar
Тема,Tema
Тема отображения,Tema de visualización
Температура         : {}°C,Temperatura          : {}°C
Температура батареи              : {}°C,Temperatura de la batería                : {}°C
Тикет исправлен,Ticket corregido
Тикеты,Tickets
Тикеты не найдены,No se encontraron tickets
Тип SoC                 : {},Tipo de SoC           : {}
Тип источника питания          : {},Tipo de fuente de alimentación        : {}
864,864
881,881
"больше жертв, тем выше вероятность,",dicho de otro modo: 'Cuantos más
быстро разгадали тайный замысел,en los jardines. Desde los pantanos fue
"оцепили его там со всех сторон,","internets, rápidamente descifraron el"
"Или, говоря иными словами: «Чем","garantía temporal de grandeza'. O,"
"тактика буксует, но они твёрдо верят",de que al final todo salga bien'. Su
при котором всё заработает… И они,firmemente en esa única oportunidad
"и теперь всякий раз, когда он",plan secreto y decidieron burlarse a
лишь временным залогом величия».,hay desgracia que no sea tan solo una
"в тот один шанс из миллиона,","táctica patina, pero ellos creen"
чтобы за ними пришла победа».,cuanto antes esos mismos 999999
"такой беды, которая не являлась бы",fundamental de su lógica profunda: 'No
"из своих складов с техникой, но","Estos, siendo astutos por culpa de los"
"999999 первых фатальных ошибок,",funcionará... Y se apresuran a cometer
спешат поскорее совершить те самые,entre un millón en la que todo
"Те, будучи хитрыми из-за интернетов,",directamente de la maquinaria que está
прямиком к соседям за деталями.,supuestamente extraen los chips
исправно принося отрицательный рост.,"anulación continúa, produciendo"
догмате их глубинной логики: «Нет,el secreto reside en el dogma
что в финале всё получится». Их,"sacrificios, mayor es la probabilidad"
"прямо из техники, стоящей в садах.",chips ni en los sistemas de guía ni en
и решили всласть поглумиться. Они,enviado un voluntario directamente a
"видит чип, соседи его отбирают.»",placer. Permitieron al invitado meterse
"падают, потому что чипов не хватает","Búnker, editorial estatal «Zazerkalie»."
"ни в системах наводки, ни в унитазах.",El estratega en jefe declaró que los
позволили гостю залезть в один,casa de los vecinos por las piezas.
«У жителей болот всё идёт по плану.,«Entre los habitantes de los pantanos
"Процесс обнуления продолжается,",todo va según el plan. El proceso de
А у соседей чипы якобы добывают,cohetes caen porque no hay suficientes
С болот был заслан доброволец,los inodoros. Y que los vecinos
"          Бункер, госиздат «Зазеркалье».","          Бункер, госиздат «Зазеркалье»."
  И. И. Пиздоболов. Ритмы прорыва.,  И. И. Пиздоболов. Ритмы прорыва.
"    Главный стратег объявил, что ракеты","    Главный стратег объявил, что ракеты"
    Весь секрет таится в фундаментальном,    Весь секрет таится в фундаментальном
"          Бункер, госиздат «Зазеркалье».","          Бункер, госиздат «Зазеркалье»."
  И. И. Пиздоболов. Ритмы прорыва.,  И. И. Пиздоболов. Ритмы прорыва.
"    Главный стратег объявил, что ракеты","    Главный стратег объявил, что ракеты"
    Весь секрет таится в фундаментальном,    Весь секрет таится в фундаментальном
