original,translation
Переименовать,Rinomina
Перейти к первой странице,Vai alla prima pagina
Emummc включён              : {},Emummc abilitato              : {}
Перейти к последней странице,Vai all'ultima pagina
Перейти к странице...,Vai alla pagina...
Переместить,Sposta
Переместить в NAND,Sposta in NAND
Переместить на SD карту,Sposta su scheda SD
"Перемещение {} ({}, {}) в {}","Spostamento di {} ({}, {}) in {}"
Перемещение {} записей,Spostamento di {} voci
Перемещение {} записи,Spostamento di {} voce
Перемещение {} игр,Spostamento di {} giochi
Перемещение {} игры,Spostamento di {} gioco
FTP сервер (нажмите B для остановки),Server FTP (premi B per fermare)
Перемещение контента,Spostamento contenuto
Перенос строк,A capo
Переносить слова,A capo automatico
Переоткрытие ФС сохранения: {},Riapertura FS di salvataggio: {}
Пишется новая запись о контенте...,Scrittura nuovo record di contenuto...
Пишется новый cnmt.nca...,Scrittura del nuovo cnmt.nca...
Платформа               : {},Piattaforma             : {}
Подготовка...,Preparazione...
Подключаемся к {}...,Connessione a {}...
FullCap              : {:04x} ({} mAh),FullCap              : {:04x} ({} mAh)
Подключено к {}:{},Connesso a {}:{}
Подмена SDK,Sostituzione SDK
Подменить SDK,Sostituisci SDK
Подсвечивать файлы обновлений,Evidenzia file di aggiornamento
Подсчитывается размер установки...,Calcolo dimensione installazione...
Подсчитывается размер установки...{}%,Calcolo dimensione installazione...{}%
Подсчитываются объекты в альбоме в NAND,Conteggio oggetti nell'album nella NAND
Подсчитываются объекты в альбоме на SD карте,Conteggio oggetti nell'album sulla scheda SD
Подсчёт метаданных...,Conteggio metadati...
Подсчёт основного хэша,Calcolo dell'hash principale
FullCapNom           : {:04x} ({} mAh),FullCapNom           : {:04x} ({} mAh)
Подсчёт хэша секции,Calcolo hash sezione
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Collega la tua console al PC con un cavo USB Type-C o premi B
"Пожалуйста, подождите...",Attendere prego...
Поиск записей об ошибках,Ricerca dei registri degli errori
Поиск неиспользуемых тикетов,Ricerca ticket non utilizzati
Поиск подготовленного системного обновления,Ricerca aggiornamento di sistema preparato
Поиск потерянных тайтлов,Ricerca titoli persi
Поиск потерянных файлов в NAND,Ricerca file persi nella NAND
Поиск потерянных файлов на SD,Ricerca file persi su SD
Поиск сохранений удалённых пользователей...,Ricerca salvataggi di utenti eliminati...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},Versione visualizzata     : {}
Показываемое название   : {},Nome visualizzato       : {}
Показывать 'Обновить отсюда',Mostra 'Aggiorna da qui'
Показывать объединённый NSP,Mostra NSP unificato
Показывать папку 'Mods&Cheats',Mostra cartella 'Mods&Cheats'
Показывать прогрев кеша,Mostra riscaldamento cache
Показывать размер LFS (долго),Mostra dimensione LFS (lento)
Показывать секунды,Mostra secondi
Показывать часы в статусе,Mostra orologio nello stato
Поколение ключа             : {},Generazione chiave           : {}
Git commit hash             : {:016X},Git commit hash             : {:016X}
Полная ёмкость     : {} mAh,Capacità totale     : {} mAh
Получен список из {} записей,Ricevuta lista di {} voci
Получен список из {} записи,Ricevuta lista di {} voci
Получение версий установленных игр,Recupero versioni dei giochi installati
Получение информации из hac_versionlist...,Recupero informazioni da hac_versionlist...
Получение информации из системы...,Recupero informazioni di sistema...
Получение информации об играх...,Recupero informazioni sui giochi...
Получение списка тикетов...,Recupero elenco ticket...
Получение файла: {} МБ ({:.2f} МБ/сек),Ricezione file: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Ricezione file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/sec)
   Получение списка бекапов...{}/{}    ,   Recupero elenco backup...{}/{}    
IavgEmpty            : {:04x},IavgEmpty            : {:04x}
Полученное время: {},Ora ricevuta: {}
Полученный размер: {},Dimensione ricevuta: {}
"Получено: {}, ({:.2f} МБ/сек)","Ricevuto: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Utente {} non trovato. Creazione salvataggio impossibile
Пользователь не найден,Utente non trovato
Пользовательские хранилища,Archivi personalizzati
Попытаться разобрать,Prova ad analizzare
Попытка исправить,Tentativo di riparazione
Портрет (90°),Verticale (90°)
Португальский,Portoghese
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Inizio, L+➡-Fine, ZL-Maiusc, ZR-Invio, Y-Spazio, X-Cancella, R3-Lingua"
После удаления игры не будут запускаться,I giochi non si avvieranno dopo l'eliminazione
Посылается файл: {},Invio file: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Invio file: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Dimensione buffer comandi superata
Предел входного тока            : {} mA,Limite corrente in ingresso            : {} mA
Предел напряжения заряда батареи: {} mV,Limite di tensione di carica della batteria: {} mV
LFS мод.: -,Modalità LFS: -
Предназначение          : {},Scopo                   : {}
Предоставить по FTP,Fornisci tramite FTP
Предупреждения: ,Avvisi: 
Прекращение прослушивания на {}:{},Interruzione ascolto su {}:{}
Прервано пользователем,Interrotto dall'utente
Привязка к {}:{},Collegamento a {}:{}
Принято соединение от {}:{},Connessione accettata da {}:{}
Проверить целостность,Verifica integrità
"LFS мод.: Присутствует, Размер: ","Mod LFS: Presente, Dimensione: "
Проверка magic...,Controllo magic...
"Проверка {} ({}, {}), {}","Verifica {} ({}, {}), {}"
Проверка картриджа...,Controllo cartuccia...
Проверка на наличие  {}...,Verifica di {}...
Проверка обновлений,Controllo aggiornamenti
Проверка обновлений игр,Controllo aggiornamenti giochi
Проверка сохранений,Controllo salvataggi
Проверка целостности ({}),Verifica integrità ({})
Проверяется: {},Verifica: {}
Проверять хэш при установке,Verifica hash durante l'installazione
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS: Presente, Dimensione: calcolo disabilitato nelle impostazioni"
Проверяются бекапы...,Controllo dei backup...
Проверяются сохранения,Controllo salvataggi
Программа {}. Control не найдена,Applicazione {}. Control non trovato
Программа {}. Exefs не найдена,Programma {}. Exefs non trovato
Программа {}. Romfs не найдена,Applicazione {}. Romfs non trovato
Произошла неизвестная ошибка,Si è verificato un errore sconosciuto
Произошла ошибка:,Si è verificato un errore:
Произошла ошибка: ,Si è verificato un errore: 
Произошла ошибка: {},Si è verificato un errore: {}
Пропускаем файл до начала secure раздела ,Salto del file all'inizio della sezione sicura 
LFS папка игры,Cartella LFS del gioco
Пропускается: {}          \r,Saltato: {}          \r
Прослушивание на {}:{},In ascolto su {}:{}
Просмотр SD карты,Sfoglia scheda SD
Просмотр USB носителей,Sfoglia unità USB
Просмотр альбома по HTTP,Visualizza album tramite HTTP
Просмотр раздела SYSTEM,Esplora partizione SYSTEM
Просмотр раздела USER,Sfoglia partizione USER
Просмотр сети,Sfoglia rete
MTP Респондер (нажмите B для остановки),Risponditore MTP (premi B per fermare)
Просмотр сохранений,Visualizza salvataggi
Просмотр тикетов,Visualizza ticket
Просмотр установленных игр,Visualizza giochi installati
Просмотреть игры,Visualizza giochi
Просто запуск,Avvia semplicemente
Разбор,Analisi
Раздел secure не найден,Sezione secure non trovata
Размер  : ,Dimensione  : 
"Размер  : {}, {} файл","Dimensione  : {}, {} file"
"Размер  : {}, {} файла","Dimensione  : {}, {} file"
"Размер  : {}, {} файлов","Dimensione  : {}, {} file"
Размер посылаемого файла   : {},Dimensione del file inviato: {}
Размер сохранений     : {},Dimensione salvataggi     : {}
Размер: {},Dimensione: {}
Разрешено,Consentito
Распаковать в подкаталог,Estrai in sottocartella
Распаковать сюда,Estrai qui
Распаковка файла,Estrazione file
Растущие цветы:     {},Fiori in crescita:     {}
Nintendo Account задан и связан,Account Nintendo impostato e collegato
Регион                  : {},Regione                 : {}
Регистрация контента {}...,Registrazione contenuto {}...
Регистрация файла {}...,Registrazione file {}...
Регистры котроллера MAX17050,Registri del controller MAX17050
Редактирование возрастного рейтинга...,Modifica classificazione per età...
Редактирование запретов,Modifica restrizioni
Режим HiZ зарядки       : {},Modalità di carica HiZ   : {}
Режим киоска            : {},Modalità chiosco        : {}
Рендеринг FB2,Rendering FB2
С болот был заслан доброволец,nei water. E i vicini estraggono
"Nintendo Account задан, но не связан","Account Nintendo impostato, ma non collegato"
Родительский PIN        : {},PIN parentale        : {}
Сброс требуемой версии,Ripristina versione richiesta
Сброс требуемой версии к ,Ripristino della versione richiesta a 
Сбросить требуемую версию,Ripristina versione richiesta
Сведения,Informazioni
Сведения...,Informazioni...
Свободное место в хранилище: {},Spazio di archiviazione libero: {}
Свободное место: {},Spazio libero: {}
Сгенерировать и установить,Genera e installa
   Получение списка сохранений...   ,   Recupero elenco salvataggi...   
Nintendo Account не задан,Account Nintendo non impostato
Сдампить на SD карту,Dump su scheda SD
Сдампить на внешний USB,Dump su USB esterno
Сдампить текущую прошивку,Dump del firmware corrente
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Dumpato: {}/{} ({}%) ({:.2f} MB/sec)
Сделать бекап,Crea backup
"Сделать бекап, если новее",Esegui backup se più recente
Северная Америка,Nord America
Сентябрь,Settembre
Сепия,Seppia
Сервер запущен,Server avviato
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Il server offre di eseguire un aggiornamento di DBI\n\nPremi (+) per confermare\nQualsiasi altro pulsante per annullare
Серийный # прочитанный  : {},Numero di serie letto  : {}
Серийный # угаданный    : {},Numero di serie indovinato    : {}
Серийный номер        : {},Numero di serie        : {}
Сессии,Sessioni
Сессия закрыта,Sessione chiusa
Сессия открыта,Sessione aperta
Силовая роль                    : {},Ruolo di alimentazione          : {}
Синхронизация времени по NTP,Sincronizzazione ora NTP
Системные приложения,Applicazioni di sistema
QrTable00            : {:04x},QrTable00            : {:04x}
Системный по умолчанию,Predefinito di sistema
Сканирование директорий...,Scansione delle directory...
Сканирование игр...,Scansione giochi...
Скачано {}/{},Scaricato {}/{}
Скачивание файла не удалось,Download del file non riuscito
Скорость USB интерфейса: ,Velocità interfaccia USB: 
Скорость передачи: {:.2f} МБ/сек,Velocità di trasferimento: {:.2f} MB/sec
Смещать курсор после выделения,Sposta il cursore dopo la selezione
Собираются сведения...,Raccolta informazioni...
Соединение сброшено,Connessione ripristinata
QrTable10            : {:04x},QrTable10            : {:04x}
Сожжено предохранителей : {},Fusibili bruciati: {}
Создавать LFS папку,Crea cartella LFS
Создан zip-файл: ,File zip creato: 
Создание DLC анлокера,Creazione sblocco DLC
Создание NSP,Creazione NSP
Создание sdmc:/versions.txt,Creazione di sdmc:/versions.txt
Создание бекапа сохранения ,Creazione backup dati di salvataggio 
Создание дампа ({}),Creazione dump ({})
Создание дампа: {},Creazione dump: {}
Создание единого репака,Creazione di un repack unificato
QrTable20            : {:04x},QrTable20            : {:04x}
Создание записи об игре...,Creazione record di gioco...
Создание каталога: ,Creazione directory: 
Создание новой записи об игре...,Creazione nuova voce di gioco...
Создание объекта: ,Creazione oggetto: 
Создание плейсхолдера: {}...,Creazione segnaposto: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Creazione repack Id: {:016X}, Versione: {}, Tipo: {}"
Создание строк... {}%,Creazione stringhe... {}%
Создание таблицы имён,Creazione tabella nomi
Создание тела файла,Creazione del corpo del file
Создание точки доступа...,Creazione punto di accesso...
QrTable30            : {:04x},QrTable30            : {:04x}
Создание фейковой записи... ,Creazione record falso... 
Создание хэш таблицы,Creazione tabella hash
Создание ярлыка,Creazione collegamento
Создано новое сохранение. Восстанавливаю бекап в него...,Nuovo salvataggio creato. Ripristino del backup...
Создать sdmc:/versions.txt,Crea sdmc:/versions.txt
Создать единый репак,Crea repack singolo
Создать новое сохранение...,Crea nuovo salvataggio...
Создать новый каталог...,Crea nuova cartella...
Создать новый файл...,Crea nuovo file...
Создать ярлык,Crea collegamento
RCOMP0               : {:04x},RCOMP0               : {:04x}
Создать ярлык для hbmenu,Crea collegamento per hbmenu
Создать ярлык на рабочий стол для DBI...,Crea collegamento sul desktop per DBI...
Создать ярлык с аргументами...,Crea collegamento con argomenti...
Создаётся MTP хранилище: ,Creazione archivio MTP: 
Создаётся обновлённая запись об игре...,Creazione record di gioco aggiornato...
Сохранение для {} уже существует,I dati di salvataggio per {} esistono già
Сохранения,Dati di salvataggio
Сохранения будут удалены!,I dati di salvataggio verranno eliminati!
Сохранения только в RO режиме,Salvataggi solo in modalità RO
RTC запущены (приблизительно) : {},RTC avviato (approssimativamente): {}
Сохранения удалённых игр ({}),Salvataggi di giochi eliminati ({})
Сохранения установленных игр ({}),Salvataggi dei giochi installati ({})
Сохранёные в системе параметры котроллера батареи,Parametri del controller della batteria salvati nel sistema
Средняя температура: {}°C,Temperatura media: {}°C
Статистика игры ,Statistiche di gioco 
Строка поиска: ,Stringa di ricerca: 
Сумма %% заряд-разряд: {} (~{} 0-100 циклов),Totale %% carica-scarica: {} (~{} 0-100 cicli)
Существующая запись об игре не найдена,Record di gioco esistente non trovato
Существующее сохранение не найдено и новое не может быть создано,Salvataggio esistente non trovato e impossibile crearne uno nuovo
SDK {} уже был экспортирован: {},SDK {} è già stato esportato: {}
Тайтл не установлен,Titolo non installato
Тайтл установлен,Titolo installato
Тайтлы с ошибками:,Titoli con errori:
Текущая ёмкость                 : {}%,Capacità attuale                  : {}%
Текущая ёмкость    : {} mAh,Capacità attuale    : {} mAh
Текущее время: {},Ora attuale: {}
Текущее напряжение : {} mV,Tensione attuale : {} mV
Текущий заряд      : {}%,Carica attuale      : {}%
Текущий ток        : {} mA,Corrente attuale        : {} mA
SDK на подмену не найдены,Nessun SDK trovato per la sostituzione
Тема,Tema
Тема отображения,Tema di visualizzazione
Температура        : {}°C,Temperatura        : {}°C
Температура батареи             : {}°C,Temperatura batteria            : {}°C
Тикет исправлен,Ticket corretto
Тикеты,Ticket
Тикеты не найдены,Nessun ticket trovato
Тип SoC                 : {},Tipo SoC                : {}
Тип источника питания          : {},Tipo di alimentazione           : {}
881,881
