original,translation
Ошибка получения размера файла: {},Файл өлшемін алу қатесі: {}
Ошибка получения флагов сокета: {},Сокет жалаушаларын алу қатесі: {}
Ошибка получения хранилища {},Қойманы алу қатесі {}
Ошибка получения: {},Алу қатесі: {}
Ошибка получения: {} {},Алу қатесі: {} {}
Ошибка посылки файла: {},Файл жіберу қатесі: {}
   Получение списка бекапов...   ,   Сақтық көшірмелер тізімін алу...   
Ошибка привязки сокета к порту {}: {},Сокетті {} портына байланыстыру қатесі: {}
Ошибка привязки: {},Байланыстыру қатесі: {}
Ошибка принятия соединения: {} {},Қосылымды қабылдау қатесі: {} {}
Ошибка приёма соединения: {},Қосылымды қабылдау қатесі: {}
Ошибка проверси метки сокета: {},Сокет белгісін тексеру қатесі: {}
Ошибка прослушивания: {},Тыңдау қатесі: {}
Ошибка прослушки сокета: {},Сокетті тыңдау қатесі: {}
Ошибка сжатия,Қысу қатесі
Ошибка создания каталога: {},Каталогты жасау қатесі: {}
Ошибка создания сокета: {},Сокет жасау қатесі: {}
DPAD/Стики - Навигация по страницам\n\n     ZR+ZL - Переход к странице... \n\n       L/R - Навигация по главам   \n\n       (-) - Эта подсказка         \n\n       (+) - Меню                  ,DPAD/Стиктер - Беттерді шарлау\n\n     ZR+ZL - Бетке өту... \n\n       L/R - Тараулар бойынша шарлау   \n\n       (-) - Бұл кеңес         \n\n       (+) - Мәзір                  
Ошибка создания сохранения,Сақтауды жасау қатесі
Ошибка удаления каталога: {},Каталогты жою қатесі: {}
Ошибка удаления файла: {},Файлды жою қатесі: {}
Ошибка установки флагов сокета: {},Сокет жалаушаларын орнату қатесі: {}
Ошибка чтения записи об игре: {},Ойын жазбасын оқу қатесі: {}
Ошибка чтения каталога: {},Каталогты оқу қатесі: {}
Ошибка чтения регистров max17050: ,max17050 регистрлерін оқу қатесі: 
Ошибка чтения сохранённых параметров контроллера: ,Сақталған контроллер параметрлерін оқу қатесі: 
Ошибка чтения файла: {},Файлды оқу қатесі: {}
DeviceId                : {0:} ({0:016X}),DeviceId                 : {0:} ({0:016X})
Ошибок не найдено,Қателер табылмады
Ошибочный номер DLC (Должен быть в диапазоне 0x001-0x7FF),Қате DLC нөмірі (0x001-0x7FF аралығында болуы керек)
Ошибочный номер DLC (Должен быть в диапазоне 1-2047),Қате DLC нөмірі (1-2047 аралығында болуы керек)
"Ошибочный тикет {0}: kg {1:02X}, pm {2:02X}","Жарамсыз билет {0}: kg {1:02X}, pm {2:02X}"
Папка LFS не найдена,LFS қалтасы табылмады
Папка для бекапа сохранений,Сақтау деректерінің сақтық көшірме қалтасы
Папка для дампа игр,Ойын дампы қалтасы
Папка журналов,Журналдар қалтасы
Папка обновления очищена,Жаңарту қалтасы тазартылды
DramId                  : {} ({}),DramId                   : {} ({})
Параметры FTP,FTP параметрлері
Параметры MTP,MTP параметрлері
Параметры установки,Орнату параметрлері
Пароль,Құпия сөз
Перевернуть джойконы,Джойкондарды аудару
Перевернуть экран,Экранды аудару
Передача окончена,Тасымалдау аяқталды
Переименование объекта,Объектіді қайта атау
Переименовать,Атын өзгерту
Перейти к первой странице,Бірінші бетке өту
Emummc включён               : {},Emummc қосылған                 : {}
Перейти к последней странице,Соңғы бетке өту
Перейти к странице...,Бетке өту...
Переместить,Жылжыту
Переместить в NAND,NAND-қа жылжыту
Переместить на SD карту,SD картаға жылжыту
"Перемещение {} ({}, {}) в {}","{} ({}, {}) дегенді {} ішіне жылжыту"
Перемещение {} записей,{} жазбаларды жылжыту
Перемещение {} записи,{} жазбаны жылжыту
Перемещение {} игр,{} ойынды жылжыту
Перемещение {} игры,{} ойынды жылжыту
FTP сервер (нажмите B для остановки),FTP сервері (тоқтату үшін B басыңыз)
Перемещение контента,Мазмұнды жылжыту
Перенос строк,Жол тасымалы
Переносить слова,Сөздерді тасымалдау
Переоткрытие ФС сохранения: {},Сақтау ФЖ қайта ашу: {}
Пишется новая запись о контенте...,Жаңа мазмұн жазбасы жазылуда...
Пишется новый cnmt.nca...,Жаңа cnmt.nca жазылуда...
Платформа               : {},Платформа                : {}
Подготовка...,Дайындау...
Подключаемся к {}...,{} қосылуда...
FullCap               : {:04x} ({} mAh),FullCap                     : {:04x} ({} mAh)
Подключено к {}:{},{}:{} қосылды
Подмена SDK,SDK алмастыру
Подменить SDK,SDK ауыстыру
Подсвечивать файлы обновлений,Жаңарту файлдарын ерекшелеу
Подсчитывается размер установки...,Орнату өлшемі есептелуде...
Подсчитывается размер установки...{}%,Орнату өлшемі есептелуде...{}%
Подсчитываются объекты в альбоме в NAND,NAND-тағы альбомдағы объектілер саналуда
Подсчитываются объекты в альбоме на SD карте,SD картадағы альбомдағы объектілер саналуда
Подсчёт метаданных...,Метадеректерді санау...
Подсчёт основного хэша,Негізгі хэшті есептеу
FullCapNom            : {:04x} ({} mAh),FullCapNom                  : {:04x} ({} mAh)
Подсчёт хэша секции,Секция хэшін есептеу
"Пожалуйста, подключите вашу консоль к ПК кабелем USB Type-C или нажмите B",Консольді USB Type-C кабелімен компьютерге қосыңыз немесе B басыңыз
"Пожалуйста, подождите...",Күте тұрыңыз...
Поиск записей об ошибках,Қате жазбаларын іздеу
Поиск неиспользуемых тикетов,Пайдаланылмаған билеттерді іздеу
Поиск подготовленного системного обновления,Дайындалған жүйе жаңартуын іздеу
Поиск потерянных тайтлов,Жоғалған тайтлдарды іздеу
Поиск потерянных файлов в NAND,NAND-та жоғалған файлдарды іздеу
Поиск потерянных файлов на SD,SD картасындағы жоғалған файлдарды іздеу
Поиск сохранений удалённых пользователей...,Жойылған пайдаланушылардың сақтау деректерін іздеу...
Get chargeInfoFields : {},Get chargeInfoFields : {}
Показываемая версия     : {},Көрсетілген нұсқа        : {}
Показываемое название   : {},Көрсетілетін атауы       : {}
Показывать 'Обновить отсюда','Осыдан жаңарту' көрсету
Показывать объединённый NSP,Біріктірілген NSP көрсету
Показывать папку 'Mods&Cheats','Mods&Cheats' қалтасын көрсету
Показывать прогрев кеша,Кэшті жылытуды көрсету
Показывать размер LFS (долго),LFS өлшемін көрсету (баяу)
Показывать секунды,Секундтарды көрсету
Показывать часы в статусе,Мәртебеде сағатты көрсету
Поколение ключа              : {},Кілт генерациясы                : {}
Git commit hash              : {:016X},Git commit hash                 : {:016X}
Полная ёмкость      : {} mAh,Толық сыйымдылық      : {} mAh
Получен список из {} записей,{} жазбадан тұратын тізім алынды
Получен список из {} записи,{} жазбадан тізім алынды
Получение версий установленных игр,Орнатылған ойындардың нұсқаларын алу
Получение информации из hac_versionlist...,hac_versionlist-тен ақпарат алу...
Получение информации из системы...,Жүйе туралы ақпарат алу...
Получение информации об играх...,Ойындар туралы ақпарат алу...
Получение списка тикетов...,Билеттер тізімін алу...
Получение файла: {} МБ ({:.2f} МБ/сек),Файлды алу: {} МБ ({:.2f} МБ/сек)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Файлды алу: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек)
   Получение списка бекапов...{}/{}    ,   Сақтық көшірмелер тізімін алу...{}/{}    
IavgEmpty             : {:04x},IavgEmpty                   : {:04x}
Полученное время: {},Алынған уақыт: {}
Полученный размер: {},Алынған өлшем: {}
"Получено: {}, ({:.2f} МБ/сек)","Алынды: {}, ({:.2f} МБ/сек)"
Пользователь {} не найден. Создание сохранения невозможно,Пайдаланушы {} табылмады. Сақтауды жасау мүмкін емес
Пользователь не найден,Пайдаланушы табылмады
Пользовательские хранилища,Пайдаланушы қоймалары
Попытаться разобрать,Талдауға тырысу
Попытка исправить,Жөндеуге әрекет
Портрет (90°),Тік (90°)
Португальский,Португал
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Басы, L+➡-Соңы, ZL-Регистр, ZR-Енгізу, Y-Бос орын, X-Өшіру, R3-Тіл"
После удаления игры не будут запускаться,Жойғаннан кейін ойындар іске қосылмайды
Посылается файл: {},Файл жіберілуде: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Файл жіберілуде: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек)
Превышен размер командного буфера,Команда буферінің өлшемі асып кетті
Предел входного тока             : {} mA,Кіріс тогының шегі               : {} mA
Предел напряжения заряда батареи : {} mV,Батарея зарядтау кернеуінің шегі : {} mV
LFS мод.: -,LFS режимі: -
Предназначение          : {},Мақсаты                  : {}
Предоставить по FTP,FTP арқылы беру
Предупреждения: ,Ескертулер: 
Прекращение прослушивания на {}:{},{}:{} тыңдауды тоқтату
Прервано пользователем,Пайдаланушы тоқтатты
Привязка к {}:{},{}:{} байланыстыру
Принято соединение от {}:{},{}:{} дегеннен қосылым қабылданды
Проверить целостность,Тұтастықты тексеру
"LFS мод.: Присутствует, Размер: ","LFS мод: Бар, Өлшемі: "
Проверка magic...,Magic тексерілуде...
"Проверка {} ({}, {}), {}","Тексеру {} ({}, {}), {}"
Проверка картриджа...,Картридж тексерілуде...
Проверка на наличие  {}...,{} бар-жоғын тексеру...
Проверка обновлений,Жаңартуларды тексеру
Проверка обновлений игр,Ойын жаңартуларын тексеру
Проверка сохранений,Сақтауларды тексеру
Проверка целостности ({}),Тұтастықты тексеру ({})
Проверяется: {},Тексерілуде: {}
Проверять хэш при установке,Орнату кезінде хэшті тексеру
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","LFS мод.: Бар, Өлшемі: есептеу баптауларда өшірілген"
Проверяются бекапы...,Сақтық көшірмелер тексерілуде...
Проверяются сохранения,Сақтаулар тексерілуде
Программа {}. Control не найдена,Бағдарлама {}. Control табылмады
Программа {}. Exefs не найдена,Бағдарлама {}. Exefs табылмады
Программа {}. Romfs не найдена,Қолданба {}. Romfs табылмады
Произошла неизвестная ошибка,Белгісіз қате орын алды
Произошла ошибка:,Қате орын алды:
Произошла ошибка: {},Қате орын алды: {}
Пропускаем файл до начала secure раздела ,Файлды secure бөлімінің басына дейін өткізіп жіберу 
LFS папка игры,LFS ойын қалтасы
Пропускается: {}          \r,Өткізілуде: {}          \r
Прослушивание на {}:{},{}:{} тыңдау
Просмотр SD карты,SD картаны шолу
Просмотр USB носителей,USB жеткізгіштерді шолу
Просмотр альбома по HTTP,HTTP арқылы альбомды көру
Просмотр раздела SYSTEM,SYSTEM бөлімін қарау
Просмотр раздела USER,USER бөлімін шолу
Просмотр сети,Желіні шолу
MTP Респондер (нажмите B для остановки),MTP Респондері (тоқтату үшін B басыңыз)
Просмотр сохранений,Сақтауларды көру
Просмотр тикетов,Билеттерді қарау
Просмотр установленных игр,Орнатылған ойындарды көру
Просмотреть игры,Ойындарды көру
Просто запуск,Жай іске қосу
Разбор,Талдау
Раздел secure не найден,Secure бөлімі табылмады
Размер  : ,Өлшемі  : 
"Размер  : {}, {} файл","Өлшемі  : {}, {} файл"
"Размер  : {}, {} файла","Өлшемі  : {}, {} файл"
"Размер  : {}, {} файлов","Өлшемі  : {}, {} файл"
Размер посылаемого файла   : {},Жіберілетін файл өлшемі: {}
Размер сохранений     : {},Сақтаулар өлшемі     : {}
Размер: {},Өлшемі: {}
Разрешено,Рұқсат етілген
Распаковать в подкаталог,Ішкі каталогқа шығару
Распаковать сюда,Осында шығару
Распаковка файла,Файлды тарқату
Растущие цветы:     {},Өсіп жатқан гүлдер:     {}
Nintendo Account задан и связан,Nintendo тіркелгісі орнатылды және байланыстырылды
Регион                  : {},Аймақ                    : {}
Регистрация контента {}...,Мазмұнды тіркеу {}...
Регистрация файла {}...,Файлды {} тіркеу...
Регистры котроллера MAX17050,MAX17050 контроллерінің регистрлері
Редактирование возрастного рейтинга...,Жас рейтингін өңдеу...
Редактирование запретов,Тыйымдарды өңдеу
Режим HiZ зарядки       : {},HiZ зарядтау режимі      : {}
Режим киоска            : {},Киоск режимі             : {}
Рендеринг FB2,FB2 рендерингі
"Nintendo Account задан, но не связан","Nintendo Account орнатылған, бірақ байланыстырылмаған"
Родительский PIN        : {},Ата-ана PIN              : {}
Сброс требуемой версии,Қажетті нұсқаны қалпына келтіру
Сброс требуемой версии к ,Талап етілетін нұсқаны қалпына келтіру 
Сбросить требуемую версию,Қажетті нұсқаны қалпына келтіру
Сведения,Ақпарат
Сведения...,Ақпарат...
Свободное место в хранилище: {},Сақтау орнындағы бос орын: {}
Свободное место: {},Бос орын: {}
Сгенерировать и установить,Генерациялау және орнату
   Получение списка сохранений...   ,   Сақтау тізімін алу...   
Nintendo Account не задан,Nintendo Account орнатылмаған
Сдампить на SD карту,SD картаға дамп жасау
Сдампить на внешний USB,Сыртқы USB-ге дамп жасау
Сдампить текущую прошивку,Ағымдағы микробағдарламаны дамп жасау
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Дамп жасалды: {}/{} ({}%) ({:.2f} МБ/сек)
Сделать бекап,Резервтік көшірме жасау
"Сделать бекап, если новее","Жаңа болса, сақтық көшірме жасау"
Северная Америка,Солтүстік Америка
Сентябрь,Қыркүйек
Сепия,Сепия
Сервер запущен,Сервер іске қосылды
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,Сервер DBI жаңартуын ұсынады\n\nРастау үшін (+) басыңыз\nБолдырмау үшін кез келген басқа түймені басыңыз
Серийный # прочитанный  : {},Сериялық нөмір оқылды    : {}
Серийный # угаданный    : {},Сериялық нөмір болжанды  : {}
Серийный номер         : {},Сериялық нөмір           : {}
Сессии,Сеанстар
Сессия закрыта,Сессия жабылды
Сессия открыта,Сессия ашылды
Силовая роль                     : {},Қуат рөлі                        : {}
Синхронизация времени по NTP,NTP бойынша уақытты синхрондау
Системные приложения,Жүйелік қолданбалар
QrTable00             : {:04x},QrTable00                   : {:04x}
Системный по умолчанию,Жүйелік әдепкі
Сканирование директорий...,Каталогтарды сканерлеу...
Сканирование игр...,Ойындарды сканерлеу...
Скачано {}/{},Жүктелді {}/{}
Скачивание файла не удалось,Файлды жүктеп алу сәтсіз аяқталды
Скорость USB интерфейса: ,USB интерфейсінің жылдамдығы: 
Скорость передачи: {:.2f} МБ/сек,Тасымалдау жылдамдығы: {:.2f} МБ/сек
Смещать курсор после выделения,Таңдаудан кейін курсорды жылжыту
Собираются сведения...,Мәліметтер жиналуда...
Соединение сброшено,Қосылым қалпына келтірілді
QrTable10             : {:04x},QrTable10                   : {:04x}
Сожжено предохранителей : {},Өртенген сақтандырғыштар : {}
Создавать LFS папку,LFS қалтасын жасау
Создан zip-файл: ,Zip файлы жасалды: 
Создание DLC анлокера,DLC ашқышты жасау
Создание NSP,NSP жасау
Создание sdmc:/versions.txt,sdmc:/versions.txt жасалуда
Создание бекапа сохранения ,Сақтау деректерінің сақтық көшірмесін жасау 
Создание дампа ({}),Дамп жасау ({})
Создание дампа: {},Дамп жасау: {}
Создание единого репака,Бірыңғай репак жасау
QrTable20             : {:04x},QrTable20                   : {:04x}
Создание записи об игре...,Ойын жазбасын жасау...
Создание каталога: ,Каталогты жасау: 
Создание новой записи об игре...,Жаңа ойын жазбасын жасау...
Создание объекта: ,Объектіді жасау: 
Создание плейсхолдера: {}...,Плейсхолдер жасау: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Репак жасау Id: {:016X}, Нұсқа: {}, Түрі: {}"
Создание строк... {}%,Жолдар жасалуда... {}%
Создание таблицы имён,Аттар кестесін жасау
Создание тела файла,Файл денесін жасау
Создание точки доступа...,Қатынау нүктесін жасау...
QrTable30             : {:04x},QrTable30                   : {:04x}
Создание фейковой записи... ,Жалған жазбаны жасау... 
Создание хэш таблицы,Хэш кестесін жасау
Создание ярлыка,Таңбашаны жасау
Создано новое сохранение. Восстанавливаю бекап в него...,Жаңа сақтау жасалды. Сақтық көшірмені қалпына келтіру...
Создать sdmc:/versions.txt,sdmc:/versions.txt жасау
Создать единый репак,Бірыңғай репак жасау
Создать новое сохранение...,Жаңа сақтауды жасау...
Создать новый каталог...,Жаңа каталог жасау...
Создать новый файл...,Жаңа файл жасау...
Создать ярлык,Таңбашаны жасау
RCOMP0                : {:04x},RCOMP0                      : {:04x}
Создать ярлык для hbmenu,hbmenu үшін таңбаша жасау
Создать ярлык на рабочий стол для DBI...,DBI үшін жұмыс үстелінде таңбаша жасау...
Создать ярлык с аргументами...,Аргументтермен таңбашаны жасау...
Создаётся MTP хранилище: ,MTP сақтауышы жасалуда: 
Создаётся обновлённая запись об игре...,Жаңартылған ойын жазбасы жасалуда...
Сохранение для {} уже существует,{} үшін сақтау деректері бұрыннан бар
Сохранения,Сақталған деректер
Сохранения будут удалены!,Сақтау деректері жойылады!
Сохранения только в RO режиме,Сақтаулар тек RO режимінде
RTC запущены (приблизительно) : {},RTC іске қосылды (шамамен)    : {}
Сохранения удалённых игр ({}),Жойылған ойындардың сақтаулары ({})
Сохранения установленных игр ({}),Орнатылған ойындардың сақтаулары ({})
Сохранёные в системе параметры котроллера батареи,Жүйеде сақталған батарея контроллерінің параметрлері
Средняя температура : {}°C,Орташа температура    : {}°C
Статистика игры ,Ойын статистикасы 
Строка поиска: ,Іздеу жолы: 
Сумма %% заряд-разряд : {} (~{} 0-100 циклов),Жалпы %% зарядтау-разрядтау : {} (~{} 0-100 циклдар)
Существующая запись об игре не найдена,Бар ойын жазбасы табылмады
Существующее сохранение не найдено и новое не может быть создано,Бар сақтау табылмады және жаңасын жасау мүмкін емес
SDK {} уже был экспортирован: {},SDK {} әлдеқашан экспортталған: {}
Тайтл не установлен,Тайтл орнатылмаған
Тайтл установлен,Тайтл орнатылды
Тайтлы с ошибками:,Қателері бар тайтлдар:
Текущая ёмкость                  : {}%,Ағымдағы сыйымдылық              : {}%
Текущая ёмкость     : {} mAh,Ағымдағы сыйымдылық   : {} mAh
Текущее время: {},Ағымдағы уақыт: {}
Текущее напряжение  : {} mV,Ағымдағы кернеу       : {} mV
Текущий заряд       : {}%,Ағымдағы заряд        : {}%
Текущий ток         : {} mA,Ағымдағы ток          : {} mA
SDK на подмену не найдены,Алмастыруға арналған SDK табылмады
Тема,Тақырып
Тема отображения,Көрсету тақырыбы
Температура         : {}°C,Температура           : {}°C
Температура батареи              : {}°C,Батарея температурасы            : {}°C
Тикет исправлен,Билет түзетілді
Тикеты,Билеттер
Тикеты не найдены,Билеттер табылмады
Тип SoC                 : {},SoC түрі                 : {}
Тип источника питания          : {},Қуат көзінің түрі               : {}
864,864
881,881
"больше жертв, тем выше вероятность,","көп болса, соңында бәрі дұрыс болу"
быстро разгадали тайный замысел,"жасырын ниетті тез шешіп, толық мазақ"
"оцепили его там со всех сторон,","қоршап алды, және енді ол чипті көрген"
"Или, говоря иными словами: «Чем",басқаша айтқанда: 'Құрбандық неғұрлым
"тактика буксует, но они твёрдо верят","тактикасы тұрып қалды, бірақ олар"
при котором всё заработает… И они,"сенеді, сол кезде бәрі жұмыс істейді..."
"и теперь всякий раз, когда он","сайын, көршілер оны тартып алады.»"
лишь временным залогом величия».,табылмайтын қасірет жоқ'. Немесе
"в тот один шанс из миллиона,",миллионнан бір мүмкіндікке берік
чтобы за ними пришла победа».,"асығады, содан кейін жеңіс келеді». И."
"такой беды, которая не являлась бы",'Уақытша ұлылық кепілі болып
"из своих складов с техникой, но","рұқсат берді, бірақ оны барлық жағынан"
"999999 первых фатальных ошибок,",әкелетін қателікті тезірек жасауға
спешат поскорее совершить те самые,Және олар алғашқы 999999 өлімге
"Те, будучи хитрыми из-за интернетов,","Олар интернеттен айлакер болғандықтан,"
прямиком к соседям за деталями.,көршілерге тікелей еріктілер жіберілді.
исправно принося отрицательный рост.,"жалғасуда, теріс өсімді мұқият әкеліп"
догмате их глубинной логики: «Нет,логикасының іргелі догматында жатыр:
что в финале всё получится». Их,ықтималдығы соғұрлым жоғары'. Олардың
"прямо из техники, стоящей в садах.",бақшаларда тұрған техникадан тікелей
и решили всласть поглумиться. Они,етуге шешті. Олар қонаққа өздерінің
"видит чип, соседи его отбирают.»",guest to climb into one of their
"падают, потому что чипов не хватает","жариялады, себебі чиптер жетіспейді —"
"ни в системах наводки, ни в унитазах.","әрі бағыттау жүйелерінде, әрі"
позволили гостю залезть в один,техника қоймаларының біріне кіруге
«У жителей болот всё идёт по плану.,«Батпақ тұрғындарында бәрі жоспар
"Процесс обнуления продолжается,",бойынша жүріп жатыр. Нөлдеу процесі
А у соседей чипы якобы добывают,унитаздарда. Ал көршілер чиптерді
С болот был заслан доброволец,алады екен. Батпақтан бөлшектер үшін
"          Бункер, госиздат «Зазеркалье».","          Бункер, 'Айна арты' мемұйымба"
  И. И. Пиздоболов. Ритмы прорыва.,  И. Піздоболов. Жетістік ритмдері.
"    Главный стратег объявил, что ракеты",    стратег зымырандар құлайды деп
    Весь секрет таится в фундаментальном,    отыр. Бүкіл құпия олардың терең
"          Бункер, госиздат «Зазеркалье».","          Бункер, 'Айна арты' мемұйымба"
  И. И. Пиздоболов. Ритмы прорыва.,  И. Піздоболов. Жетістік ритмдері.
"    Главный стратег объявил, что ракеты",    стратег зымырандар құлайды деп
    Весь секрет таится в фундаментальном,    отыр. Бүкіл құпия олардың терең
