original,translation
Показывать объединённый NSP,Mostrar NSP mesclado
Показывать папку 'Mods&Cheats',Mostrar pasta 'Mods&Cheats'
Показывать прогрев кеша,Mostrar aquecimento de cache
Показывать размер LFS (долго),Mostrar tamanho LFS (lento)
Показывать секунды,Mostrar segundos
Показывать часы в статусе,Mostrar relógio no status
Поколение ключа              : {},Geração de chave             : {}
Git commit hash              : {:016X},Git commit hash              : {:016X}
Полная ёмкость      : {} mAh,Capacidade total      : {} mAh
Получен список из {} записей,Lista de {} entradas recebida
Получен список из {} записи,Lista recebida de {} entradas
Получение версий установленных игр,Obtendo versões de jogos instalados
Получение информации из hac_versionlist...,Obtendo informações de hac_versionlist...
Получение информации из системы...,Obtendo informações do sistema...
Получение информации об играх...,Obtendo informações de jogos...
Получение списка тикетов...,Obtendo lista de tickets...
Получение файла: {} МБ ({:.2f} МБ/сек),Recebendo arquivo: {} MB ({:.2f} MB/s)
Получение файла: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Recebendo arquivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}%\x1b[37;1m) (\x1b[33;1m{:.2f}\x1b[37;1m MB/seg)
   Получение списка бекапов...{}/{}    ,   Obtendo lista de backups...{}/{}    
IavgEmpty             : {:04x},IavgEmpty               : {:04x}
Полученное время: {},Hora recebida: {}
Полученный размер: {},Tamanho recebido: {}
"Получено: {}, ({:.2f} МБ/сек)","Recebido: {}, ({:.2f} MB/s)"
Пользователь {} не найден. Создание сохранения невозможно,Usuário {} não encontrado. Criação de salvamento impossível
Пользователь не найден,Usuário não encontrado
Пользовательские хранилища,Armazenamentos personalizados
Попытаться разобрать,Tentar analisar
Попытка исправить,Tentando reparar
Портрет (90°),Retrato (90°)
Португальский,Português
"L+⬅-Начало, L+➡-Конец, ZL-Регистр, ZR-Ввод, Y-Пробел, X-Забой, R3-Язык","L+⬅-Início, L+➡-Fim, ZL-Maiúsc, ZR-Enter, Y-Espaço, X-Apagar, R3-Idioma"
После удаления игры не будут запускаться,Os jogos não serão iniciados após a exclusão
Посылается файл: {},Enviando arquivo: {}
Посылается файл: {}/\x1b[36;1m{}\x1b[37;1m МБ (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m МБ/сек),Enviando arquivo: {}/\x1b[36;1m{}\x1b[37;1m MB (\x1b[32;1m{}\x1b[37;1m%) (\x1b[33;1m{:.2f}\x1b[37;1m MB/s)
Превышен размер командного буфера,Tamanho do buffer de comandos excedido
Предел входного тока             : {} mA,Limite de corrente de entrada             : {} mA
Предел напряжения заряда батареи : {} mV,Limite de tensão de carga da bateria      : {} mV
LFS мод.: -,Modo LFS: -
Предназначение          : {},Finalidade               : {}
Предоставить по FTP,Fornecer por FTP
Предупреждения: ,Avisos: 
Прекращение прослушивания на {}:{},Parando escuta em {}:{}
Прервано пользователем,Cancelado pelo usuário
Привязка к {}:{},Vinculando a {}:{}
Принято соединение от {}:{},Conexão aceita de {}:{}
Проверить целостность,Verificar integridade
"LFS мод.: Присутствует, Размер: ","Mod LFS: Presente, Tamanho: "
Проверка magic...,Verificando magic...
"Проверка {} ({}, {}), {}","Verificação {} ({}, {}), {}"
Проверка картриджа...,Verificando cartucho...
Проверка на наличие  {}...,Verificando {}...
Проверка обновлений,Verificando atualizações
Проверка обновлений игр,Verificando atualizações de jogos
Проверка сохранений,Verificando dados salvos
Проверка целостности ({}),Verificação de integridade ({})
Проверяется: {},Verificando: {}
Проверять хэш при установке,Verificar hash durante a instalação
"LFS мод.: Присутствует, Размер: подсчёт отключен в настройках","Mod LFS: Presente, Tamanho: cálculo desativado nas configurações"
Проверяются бекапы...,Verificando backups...
Проверяются сохранения,Verificando salvamentos
Программа {}. Control не найдена,Aplicativo {}. Control não encontrado
Программа {}. Exefs не найдена,Programa {}. Exefs não encontrado
Программа {}. Romfs не найдена,Aplicativo {}. Romfs não encontrado
Произошла неизвестная ошибка,Ocorreu um erro desconhecido
Произошла ошибка:,Ocorreu um erro:
Произошла ошибка: {},Ocorreu um erro: {}
Пропускаем файл до начала secure раздела ,Pulando arquivo até o início da seção segura 
LFS папка игры,Pasta LFS do jogo
Пропускается: {}          \r,Pulando: {}          \r
Прослушивание на {}:{},Ouvindo em {}:{}
Просмотр SD карты,Explorar cartão SD
Просмотр USB носителей,Explorar unidades USB
Просмотр альбома по HTTP,Ver álbum via HTTP
Просмотр раздела SYSTEM,Explorar partição SYSTEM
Просмотр раздела USER,Explorar partição USER
Просмотр сети,Explorar rede
MTP Респондер (нажмите B для остановки),Respondedor MTP (pressione B para parar)
Просмотр сохранений,Ver salvamentos
Просмотр тикетов,Ver tickets
Просмотр установленных игр,Ver jogos instalados
Просмотреть игры,Ver jogos
Просто запуск,Apenas iniciar
Разбор,Análise
Раздел secure не найден,Seção secure não encontrada
Размер  : ,Tamanho  : 
"Размер  : {}, {} файл","Tamanho  : {}, {} arquivo"
"Размер  : {}, {} файла","Tamanho  : {}, {} arquivo"
"Размер  : {}, {} файлов","Tamanho  : {}, {} arquivos"
Размер посылаемого файла   : {},Tamanho do arquivo enviado: {}
Размер сохранений     : {},Tamanho dos dados salvos     : {}
Размер: {},Tamanho: {}
Разрешено,Permitido
Распаковать в подкаталог,Extrair para subdiretório
Распаковать сюда,Extrair aqui
Распаковка файла,Descompactando arquivo
Растущие цветы:     {},Flores crescendo:     {}
Nintendo Account задан и связан,Conta Nintendo definida e vinculada
Регион                  : {},Região                   : {}
Регистрация контента {}...,Registrando conteúdo {}...
Регистрация файла {}...,Registrando arquivo {}...
Регистры котроллера MAX17050,Registradores do controlador MAX17050
Редактирование возрастного рейтинга...,Editando classificação etária...
Редактирование запретов,Editar restrições
Режим HiZ зарядки       : {},Modo de carregamento HiZ : {}
Режим киоска            : {},Modo quiosque            : {}
Рендеринг FB2,Renderizando FB2
"Nintendo Account задан, но не связан","Conta Nintendo definida, mas não vinculada"
Родительский PIN        : {},PIN parental             : {}
Сброс требуемой версии,Redefinir versão necessária
Сброс требуемой версии к ,Redefinindo versão necessária para 
Сбросить требуемую версию,Redefinir versão necessária
Сведения,Informações
Сведения...,Informações...
Свободное место в хранилище: {},Espaço livre no armazenamento: {}
Свободное место: {},Espaço livre: {}
Сгенерировать и установить,Gerar e instalar
   Получение списка сохранений...   ,   Obtendo lista de salvamentos...   
Nintendo Account не задан,Conta Nintendo não definida
Сдампить на SD карту,Despejar para cartão SD
Сдампить на внешний USB,Despejar para USB externo
Сдампить текущую прошивку,Despejar firmware atual
Сдамплено: {}/{} ({}%) ({:.2f} МБ/сек),Despejado: {}/{} ({}%) ({:.2f} MB/seg)
Сделать бекап,Criar backup
"Сделать бекап, если новее",Fazer backup se mais recente
Северная Америка,América do Norte
Сентябрь,Setembro
Сепия,Sépia
Сервер запущен,Servidor iniciado
Сервер предлагает выполнить обновление DBI\n\nНажите (+) для согласия\nЛюбую другую кнопку для отмены,O servidor oferece realizar uma atualização do DBI\n\nPressione (+) para confirmar\nQualquer outro botão para cancelar
Серийный # прочитанный  : {},Nº de série lido         : {}
Серийный # угаданный    : {},Nº de série adivinhado   : {}
Серийный номер         : {},Número de série             : {}
Сессии,Sessões
Сессия закрыта,Sessão encerrada
Сессия открыта,Sessão aberta
Силовая роль                     : {},Função de energia                         : {}
Синхронизация времени по NTP,Sincronização de hora por NTP
Системные приложения,Aplicativos do sistema
QrTable00             : {:04x},QrTable00               : {:04x}
Системный по умолчанию,Padrão do sistema
Сканирование директорий...,Escaneando diretórios...
Сканирование игр...,Escaneando jogos...
Скачано {}/{},Baixado {}/{}
Скачивание файла не удалось,Falha ao baixar o arquivo
Скорость USB интерфейса: ,Velocidade da interface USB: 
Скорость передачи: {:.2f} МБ/сек,Taxa de transferência: {:.2f} MB/seg
Смещать курсор после выделения,Mover cursor após seleção
Собираются сведения...,Coletando informações...
Соединение сброшено,Conexão redefinida
QrTable10             : {:04x},QrTable10               : {:04x}
Сожжено предохранителей : {},Fusíveis queimados       : {}
Создавать LFS папку,Criar pasta LFS
Создан zip-файл: ,Arquivo zip criado: 
Создание DLC анлокера,Criando desbloqueador de DLC
Создание NSP,Criando NSP
Создание sdmc:/versions.txt,Criando sdmc:/versions.txt
Создание бекапа сохранения ,Criando backup dos dados de salvamento 
Создание дампа ({}),Criando dump ({})
Создание дампа: {},Criando dump: {}
Создание единого репака,Criando um repack unificado
QrTable20             : {:04x},QrTable20               : {:04x}
Создание записи об игре...,Criando registro de jogo...
Создание каталога: ,Criando diretório: 
Создание новой записи об игре...,Criando nova entrada de jogo...
Создание объекта: ,Criando objeto: 
Создание плейсхолдера: {}...,Criando espaço reservado: {}...
"Создание репака Id: {:016X}, Версия: {}, Тип: {}","Criando repack Id: {:016X}, Versão: {}, Tipo: {}"
Создание строк... {}%,Criando strings... {}%
Создание таблицы имён,Criando tabela de nomes
Создание тела файла,Criando corpo do arquivo
Создание точки доступа...,Criando ponto de acesso...
QrTable30             : {:04x},QrTable30               : {:04x}
Создание фейковой записи... ,Criando registro falso... 
Создание хэш таблицы,Criando tabela hash
Создание ярлыка,Criando atalho
Создано новое сохранение. Восстанавливаю бекап в него...,Novo save criado. Restaurando backup...
Создать sdmc:/versions.txt,Criar sdmc:/versions.txt
Создать единый репак,Criar repack único
Создать новое сохранение...,Criar novo save...
Создать новый каталог...,Criar novo diretório...
Создать новый файл...,Criar novo arquivo...
Создать ярлык,Criar atalho
RCOMP0                : {:04x},RCOMP0                  : {:04x}
Создать ярлык для hbmenu,Criar atalho para hbmenu
Создать ярлык на рабочий стол для DBI...,Criar atalho na área de trabalho para DBI...
Создать ярлык с аргументами...,Criar atalho com argumentos...
Создаётся MTP хранилище: ,Criando armazenamento MTP: 
Создаётся обновлённая запись об игре...,Criando registro de jogo atualizado...
Сохранение для {} уже существует,Os dados de salvamento para {} já existem
Сохранения,Dados salvos
Сохранения будут удалены!,Os dados salvos serão excluídos!
Сохранения только в RO режиме,Salvamentos apenas em modo RO
RTC запущены (приблизительно) : {},RTC iniciado (aproximadamente)  : {}
Сохранения удалённых игр ({}),Saves de jogos excluídos ({})
Сохранения установленных игр ({}),Saves de jogos instalados ({})
Сохранёные в системе параметры котроллера батареи,Parâmetros do controlador de bateria salvos no sistema
Средняя температура : {}°C,Temperatura média     : {}°C
Статистика игры ,Estatísticas do jogo 
Строка поиска: ,String de pesquisa: 
Сумма %% заряд-разряд : {} (~{} 0-100 циклов),Total %% carga-descarga : {} (~{} 0-100 ciclos)
Существующая запись об игре не найдена,Registro de jogo existente não encontrado
Существующее сохранение не найдено и новое не может быть создано,Salvamento existente não encontrado e não é possível criar um novo
SDK {} уже был экспортирован: {},SDK {} já foi exportado: {}
Тайтл не установлен,Título não instalado
Тайтл установлен,Título instalado
Тайтлы с ошибками:,Títulos com erros:
Текущая ёмкость                  : {}%,Capacidade atual                          : {}%
Текущая ёмкость     : {} mAh,Capacidade atual      : {} mAh
Текущее время: {},Hora atual: {}
Текущее напряжение  : {} mV,Tensão atual          : {} mV
Текущий заряд       : {}%,Carga atual           : {}%
Текущий ток         : {} mA,Corrente atual        : {} mA
SDK на подмену не найдены,Nenhum SDK encontrado para substituição
Тема,Tema
Тема отображения,Tema de exibição
Температура         : {}°C,Temperatura           : {}°C
Температура батареи              : {}°C,Temperatura da bateria                    : {}°C
Тикет исправлен,Ticket corrigido
Тикеты,Tickets
Тикеты не найдены,Nenhum ticket encontrado
Тип SoC                 : {},Tipo de SoC              : {}
Тип источника питания          : {},Tipo de fonte de alimentação   : {}
864,864
881,881
"больше жертв, тем выше вероятность,",em outras palavras: 'Quanto mais
быстро разгадали тайный замысел,direto aos vizinhos atrás de peças.
"оцепили его там со всех сторон,",vontade. Permitiram que o convidado
"Или, говоря иными словами: «Чем","garantia temporária de grandeza'. Ou,"
"тактика буксует, но они твёрдо верят",que no final tudo dê certo'. Sua tática
при котором всё заработает… И они,naquela única chance em um milhão em
"и теперь всякий раз, когда он",entrasse em um de seus depósitos de
лишь временным залогом величия».,desgraça que não seja apenas uma
"в тот один шанс из миллиона,","patina, mas eles acreditam firmemente"
чтобы за ними пришла победа».,"primeiros 999.999 erros fatais, para"
"такой беды, которая не являлась бы",de sua lógica profunda: 'Não existe
"из своих складов с техникой, но",plano secreto e decidiram zombar à
"999999 первых фатальных ошибок,",apressam em cometer logo aqueles
спешат поскорее совершить те самые,que tudo vai funcionar... E eles se
"Те, будучи хитрыми из-за интернетов,",Dos pântanos foi enviado um voluntário
прямиком к соседям за деталями.,dos equipamentos que ficam nos jardins.
исправно принося отрицательный рост.,"de anulação continua, trazendo"
догмате их глубинной логики: «Нет,o segredo reside no dogma fundamental
что в финале всё получится». Их,"sacrifícios, maior a probabilidade de"
"прямо из техники, стоящей в садах.",nos vasos sanitários. E os vizinhos
и решили всласть поглумиться. Они,"Eles, sendo espertos por causa das"
"видит чип, соседи его отбирают.»","equipamentos, mas o cercaram de todos"
"падают, потому что чипов не хватает",Espelho'. O estrategista-chefe declarou
"ни в системах наводки, ни в унитазах.",que os mísseis caem porque faltam chips
позволили гостю залезть в один,"internets, rapidamente decifraram o"
«У жителей болот всё идёт по плану.,"«Entre os habitantes dos pântanos, tudo"
"Процесс обнуления продолжается,",está indo conforme o plano. O processo
А у соседей чипы якобы добывают,tanto nos sistemas de orientação quanto
С болот был заслан доброволец,supostamente extraem chips diretamente
"          Бункер, госиздат «Зазеркалье».",          I. Pizdovolov. Ritmos do avan
  И. И. Пиздоболов. Ритмы прорыва.,  que depois deles venha a vitória». I.
"    Главный стратег объявил, что ракеты","    Bunker, editora estatal 'Através do"
    Весь секрет таится в фундаментальном,    fielmente um crescimento negativo. 
"          Бункер, госиздат «Зазеркалье».","          Бункер, госиздат «Зазеркалье»."
  И. И. Пиздоболов. Ритмы прорыва.,  И. И. Пиздоболов. Ритмы прорыва.
"    Главный стратег объявил, что ракеты","    Главный стратег объявил, что ракеты"
    Весь секрет таится в фундаментальном,    Весь секрет таится в фундаментальном
