Found 2011 alignment issues

ACTIVITY_INFO        | be    | + 5 chars | Общее число игровых сессий    : {}...
FW_INFO              | be    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | be    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | be    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | be    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | be    | + 9 chars | Предназначение          : {}...
FW_INFO              | be    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | be    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | be    | + 9 chars | Режим киоска            : {}...
FW_INFO              | be    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | be    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | be    | + 9 chars | Язык                    : {}...
FW_INFO              | be    | + 9 chars | Регион                  : {}...
FW_INFO              | be    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | be    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | de    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | de    | + 9 chars | Платформа               : {}...
FW_INFO              | de    | + 9 chars | Хэш версии              : {}...
FW_INFO              | de    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | de    | + 9 chars | Показываемое название   : {}...
FW_INFO              | de    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | de    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | de    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | de    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | de    | + 9 chars | Предназначение          : {}...
FW_INFO              | de    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | de    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | de    | + 9 chars | Режим киоска            : {}...
FW_INFO              | de    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | de    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | de    | + 9 chars | Язык                    : {}...
FW_INFO              | de    | + 9 chars | Регион                  : {}...
FW_INFO              | de    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | de    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | en    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | en    | + 9 chars | Платформа               : {}...
FW_INFO              | en    | + 9 chars | Хэш версии              : {}...
FW_INFO              | en    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | en    | + 9 chars | Показываемое название   : {}...
FW_INFO              | en    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | en    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | en    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | en    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | en    | + 9 chars | Предназначение          : {}...
FW_INFO              | en    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | en    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | en    | + 9 chars | Режим киоска            : {}...
FW_INFO              | en    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | en    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | en    | + 9 chars | Язык                    : {}...
FW_INFO              | en    | + 9 chars | Регион                  : {}...
FW_INFO              | en    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | en    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | engb  | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | engb  | + 9 chars | Платформа               : {}...
FW_INFO              | engb  | + 9 chars | Хэш версии              : {}...
FW_INFO              | engb  | + 9 chars | Показываемая версия     : {}...
FW_INFO              | engb  | + 9 chars | Показываемое название   : {}...
FW_INFO              | engb  | + 9 chars | DramId                  : {} ({})...
FW_INFO              | engb  | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | engb  | + 9 chars | Тип SoC                 : {}...
FW_INFO              | engb  | + 9 chars | Тип оборудования        : {}...
FW_INFO              | engb  | + 9 chars | Предназначение          : {}...
FW_INFO              | engb  | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | engb  | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | engb  | + 9 chars | Режим киоска            : {}...
FW_INFO              | engb  | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | engb  | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | engb  | + 9 chars | Язык                    : {}...
FW_INFO              | engb  | + 9 chars | Регион                  : {}...
FW_INFO              | engb  | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | engb  | + 9 chars | Родительский PIN        : {}...
FW_INFO              | es    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | es    | + 9 chars | Платформа               : {}...
FW_INFO              | es    | + 9 chars | Хэш версии              : {}...
FW_INFO              | es    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | es    | + 9 chars | Показываемое название   : {}...
FW_INFO              | es    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | es    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | es    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | es    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | es    | + 9 chars | Предназначение          : {}...
FW_INFO              | es    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | es    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | es    | + 9 chars | Режим киоска            : {}...
FW_INFO              | es    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | es    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | es    | + 9 chars | Язык                    : {}...
FW_INFO              | es    | + 9 chars | Регион                  : {}...
FW_INFO              | es    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | es    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | es419 | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | es419 | + 9 chars | Платформа               : {}...
FW_INFO              | es419 | + 9 chars | Хэш версии              : {}...
FW_INFO              | es419 | + 9 chars | Показываемая версия     : {}...
FW_INFO              | es419 | + 9 chars | Показываемое название   : {}...
FW_INFO              | es419 | + 9 chars | DramId                  : {} ({})...
FW_INFO              | es419 | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | es419 | + 9 chars | Тип SoC                 : {}...
FW_INFO              | es419 | + 9 chars | Тип оборудования        : {}...
FW_INFO              | es419 | + 9 chars | Предназначение          : {}...
FW_INFO              | es419 | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | es419 | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | es419 | + 9 chars | Режим киоска            : {}...
FW_INFO              | es419 | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | es419 | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | es419 | + 9 chars | Язык                    : {}...
FW_INFO              | es419 | + 9 chars | Регион                  : {}...
FW_INFO              | es419 | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | es419 | + 9 chars | Родительский PIN        : {}...
FW_INFO              | et    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | et    | + 9 chars | Платформа               : {}...
FW_INFO              | et    | + 9 chars | Хэш версии              : {}...
FW_INFO              | et    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | et    | + 9 chars | Показываемое название   : {}...
FW_INFO              | et    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | et    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | et    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | et    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | et    | + 9 chars | Предназначение          : {}...
FW_INFO              | et    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | et    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | et    | + 9 chars | Режим киоска            : {}...
FW_INFO              | et    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | et    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | et    | + 9 chars | Язык                    : {}...
FW_INFO              | et    | + 9 chars | Регион                  : {}...
FW_INFO              | et    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | et    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | fr    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | fr    | + 9 chars | Платформа               : {}...
FW_INFO              | fr    | + 9 chars | Хэш версии              : {}...
FW_INFO              | fr    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | fr    | + 9 chars | Показываемое название   : {}...
FW_INFO              | fr    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | fr    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | fr    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | fr    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | fr    | + 9 chars | Предназначение          : {}...
FW_INFO              | fr    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | fr    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | fr    | + 9 chars | Режим киоска            : {}...
FW_INFO              | fr    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | fr    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | fr    | + 9 chars | Язык                    : {}...
FW_INFO              | fr    | + 9 chars | Регион                  : {}...
FW_INFO              | fr    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | fr    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | frca  | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | frca  | + 9 chars | Платформа               : {}...
FW_INFO              | frca  | + 9 chars | Хэш версии              : {}...
FW_INFO              | frca  | + 9 chars | Показываемая версия     : {}...
FW_INFO              | frca  | + 9 chars | Показываемое название   : {}...
FW_INFO              | frca  | + 9 chars | DramId                  : {} ({})...
FW_INFO              | frca  | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | frca  | + 9 chars | Тип SoC                 : {}...
FW_INFO              | frca  | + 9 chars | Тип оборудования        : {}...
FW_INFO              | frca  | + 9 chars | Предназначение          : {}...
FW_INFO              | frca  | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | frca  | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | frca  | + 9 chars | Режим киоска            : {}...
FW_INFO              | frca  | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | frca  | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | frca  | + 9 chars | Язык                    : {}...
FW_INFO              | frca  | + 9 chars | Регион                  : {}...
FW_INFO              | frca  | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | frca  | + 9 chars | Родительский PIN        : {}...
FW_INFO              | it    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | it    | + 9 chars | Платформа               : {}...
FW_INFO              | it    | + 9 chars | Хэш версии              : {}...
FW_INFO              | it    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | it    | + 9 chars | Показываемое название   : {}...
FW_INFO              | it    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | it    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | it    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | it    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | it    | + 9 chars | Предназначение          : {}...
FW_INFO              | it    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | it    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | it    | + 9 chars | Режим киоска            : {}...
FW_INFO              | it    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | it    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | it    | + 9 chars | Язык                    : {}...
FW_INFO              | it    | + 9 chars | Регион                  : {}...
FW_INFO              | it    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | it    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | jp    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | jp    | + 9 chars | Платформа               : {}...
FW_INFO              | jp    | + 9 chars | Хэш версии              : {}...
FW_INFO              | jp    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | jp    | + 9 chars | Показываемое название   : {}...
FW_INFO              | jp    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | jp    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | jp    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | jp    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | jp    | + 9 chars | Предназначение          : {}...
FW_INFO              | jp    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | jp    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | jp    | + 9 chars | Режим киоска            : {}...
FW_INFO              | jp    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | jp    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | jp    | + 9 chars | Язык                    : {}...
FW_INFO              | jp    | + 9 chars | Регион                  : {}...
FW_INFO              | jp    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | jp    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | kk    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | kk    | + 9 chars | Платформа               : {}...
FW_INFO              | kk    | + 9 chars | Хэш версии              : {}...
FW_INFO              | kk    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | kk    | + 9 chars | Показываемое название   : {}...
FW_INFO              | kk    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | kk    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | kk    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | kk    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | kk    | + 9 chars | Предназначение          : {}...
FW_INFO              | kk    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | kk    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | kk    | + 9 chars | Режим киоска            : {}...
FW_INFO              | kk    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | kk    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | kk    | + 9 chars | Язык                    : {}...
FW_INFO              | kk    | + 9 chars | Регион                  : {}...
FW_INFO              | kk    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | kk    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | kr    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | kr    | + 9 chars | Платформа               : {}...
FW_INFO              | kr    | + 9 chars | Хэш версии              : {}...
FW_INFO              | kr    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | kr    | + 9 chars | Показываемое название   : {}...
FW_INFO              | kr    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | kr    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | kr    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | kr    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | kr    | + 9 chars | Предназначение          : {}...
FW_INFO              | kr    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | kr    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | kr    | + 9 chars | Режим киоска            : {}...
FW_INFO              | kr    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | kr    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | kr    | + 9 chars | Язык                    : {}...
FW_INFO              | kr    | + 9 chars | Регион                  : {}...
FW_INFO              | kr    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | kr    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | lt    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | lt    | + 9 chars | Платформа               : {}...
FW_INFO              | lt    | + 9 chars | Хэш версии              : {}...
FW_INFO              | lt    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | lt    | + 9 chars | Показываемое название   : {}...
FW_INFO              | lt    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | lt    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | lt    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | lt    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | lt    | + 9 chars | Предназначение          : {}...
FW_INFO              | lt    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | lt    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | lt    | + 9 chars | Режим киоска            : {}...
FW_INFO              | lt    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | lt    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | lt    | + 9 chars | Язык                    : {}...
FW_INFO              | lt    | + 9 chars | Регион                  : {}...
FW_INFO              | lt    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | lt    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | lv    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | lv    | + 9 chars | Платформа               : {}...
FW_INFO              | lv    | + 9 chars | Хэш версии              : {}...
FW_INFO              | lv    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | lv    | + 9 chars | Показываемое название   : {}...
FW_INFO              | lv    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | lv    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | lv    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | lv    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | lv    | + 9 chars | Предназначение          : {}...
FW_INFO              | lv    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | lv    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | lv    | + 9 chars | Режим киоска            : {}...
FW_INFO              | lv    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | lv    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | lv    | + 9 chars | Язык                    : {}...
FW_INFO              | lv    | + 9 chars | Регион                  : {}...
FW_INFO              | lv    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | lv    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | nl    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | nl    | + 9 chars | Платформа               : {}...
FW_INFO              | nl    | + 9 chars | Хэш версии              : {}...
FW_INFO              | nl    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | nl    | + 9 chars | Показываемое название   : {}...
FW_INFO              | nl    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | nl    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | nl    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | nl    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | nl    | + 9 chars | Предназначение          : {}...
FW_INFO              | nl    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | nl    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | nl    | + 9 chars | Режим киоска            : {}...
FW_INFO              | nl    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | nl    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | nl    | + 9 chars | Язык                    : {}...
FW_INFO              | nl    | + 9 chars | Регион                  : {}...
FW_INFO              | nl    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | nl    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | pl    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | pl    | + 9 chars | Платформа               : {}...
FW_INFO              | pl    | + 9 chars | Хэш версии              : {}...
FW_INFO              | pl    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | pl    | + 9 chars | Показываемое название   : {}...
FW_INFO              | pl    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | pl    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | pl    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | pl    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | pl    | + 9 chars | Предназначение          : {}...
FW_INFO              | pl    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | pl    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | pl    | + 9 chars | Режим киоска            : {}...
FW_INFO              | pl    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | pl    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | pl    | + 9 chars | Язык                    : {}...
FW_INFO              | pl    | + 9 chars | Регион                  : {}...
FW_INFO              | pl    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | pl    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | pt    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | pt    | + 9 chars | Платформа               : {}...
FW_INFO              | pt    | + 9 chars | Хэш версии              : {}...
FW_INFO              | pt    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | pt    | + 9 chars | Показываемое название   : {}...
FW_INFO              | pt    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | pt    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | pt    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | pt    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | pt    | + 9 chars | Предназначение          : {}...
FW_INFO              | pt    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | pt    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | pt    | + 9 chars | Режим киоска            : {}...
FW_INFO              | pt    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | pt    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | pt    | + 9 chars | Язык                    : {}...
FW_INFO              | pt    | + 9 chars | Регион                  : {}...
FW_INFO              | pt    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | pt    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | ptbr  | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | ptbr  | + 9 chars | Платформа               : {}...
FW_INFO              | ptbr  | + 9 chars | Хэш версии              : {}...
FW_INFO              | ptbr  | + 9 chars | Показываемая версия     : {}...
FW_INFO              | ptbr  | + 9 chars | Показываемое название   : {}...
FW_INFO              | ptbr  | + 9 chars | DramId                  : {} ({})...
FW_INFO              | ptbr  | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | ptbr  | + 9 chars | Тип SoC                 : {}...
FW_INFO              | ptbr  | + 9 chars | Тип оборудования        : {}...
FW_INFO              | ptbr  | + 9 chars | Предназначение          : {}...
FW_INFO              | ptbr  | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | ptbr  | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | ptbr  | + 9 chars | Режим киоска            : {}...
FW_INFO              | ptbr  | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | ptbr  | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | ptbr  | + 9 chars | Язык                    : {}...
FW_INFO              | ptbr  | + 9 chars | Регион                  : {}...
FW_INFO              | ptbr  | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | ptbr  | + 9 chars | Родительский PIN        : {}...
FW_INFO              | ua    | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | ua    | + 9 chars | Платформа               : {}...
FW_INFO              | ua    | + 9 chars | Хэш версии              : {}...
FW_INFO              | ua    | + 9 chars | Показываемая версия     : {}...
FW_INFO              | ua    | + 9 chars | Показываемое название   : {}...
FW_INFO              | ua    | + 9 chars | DramId                  : {} ({})...
FW_INFO              | ua    | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | ua    | + 9 chars | Тип SoC                 : {}...
FW_INFO              | ua    | + 9 chars | Тип оборудования        : {}...
FW_INFO              | ua    | + 9 chars | Предназначение          : {}...
FW_INFO              | ua    | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | ua    | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | ua    | + 9 chars | Режим киоска            : {}...
FW_INFO              | ua    | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | ua    | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | ua    | + 9 chars | Язык                    : {}...
FW_INFO              | ua    | + 9 chars | Регион                  : {}...
FW_INFO              | ua    | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | ua    | + 9 chars | Родительский PIN        : {}...
FW_INFO              | zhcn  | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | zhcn  | + 9 chars | Платформа               : {}...
FW_INFO              | zhcn  | + 9 chars | Хэш версии              : {}...
FW_INFO              | zhcn  | + 9 chars | Показываемая версия     : {}...
FW_INFO              | zhcn  | + 9 chars | Показываемое название   : {}...
FW_INFO              | zhcn  | + 9 chars | DramId                  : {} ({})...
FW_INFO              | zhcn  | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | zhcn  | + 9 chars | Тип SoC                 : {}...
FW_INFO              | zhcn  | + 9 chars | Тип оборудования        : {}...
FW_INFO              | zhcn  | + 9 chars | Предназначение          : {}...
FW_INFO              | zhcn  | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | zhcn  | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | zhcn  | + 9 chars | Режим киоска            : {}...
FW_INFO              | zhcn  | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | zhcn  | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | zhcn  | + 9 chars | Язык                    : {}...
FW_INFO              | zhcn  | + 9 chars | Регион                  : {}...
FW_INFO              | zhcn  | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | zhcn  | + 9 chars | Родительский PIN        : {}...
FW_INFO              | zhtw  | + 9 chars | Версия прошивки         : {}.{}.{}-{}.{}...
FW_INFO              | zhtw  | + 9 chars | Платформа               : {}...
FW_INFO              | zhtw  | + 9 chars | Хэш версии              : {}...
FW_INFO              | zhtw  | + 9 chars | Показываемая версия     : {}...
FW_INFO              | zhtw  | + 9 chars | Показываемое название   : {}...
FW_INFO              | zhtw  | + 9 chars | DramId                  : {} ({})...
FW_INFO              | zhtw  | + 9 chars | Сожжено предохранителей : {}...
FW_INFO              | zhtw  | + 9 chars | Тип SoC                 : {}...
FW_INFO              | zhtw  | + 9 chars | Тип оборудования        : {}...
FW_INFO              | zhtw  | + 9 chars | Предназначение          : {}...
FW_INFO              | zhtw  | + 9 chars | DeviceId                : {0:} ({0:016X}...
FW_INFO              | zhtw  | + 9 chars | Режим HiZ зарядки       : {}...
FW_INFO              | zhtw  | + 9 chars | Режим киоска            : {}...
FW_INFO              | zhtw  | + 9 chars | Серийный # прочитанный  : {}...
FW_INFO              | zhtw  | + 9 chars | Серийный # угаданный    : {}...
FW_INFO              | zhtw  | + 9 chars | Язык                    : {}...
FW_INFO              | zhtw  | + 9 chars | Регион                  : {}...
FW_INFO              | zhtw  | + 9 chars | Никнейм консоли         : {}...
FW_INFO              | zhtw  | + 9 chars | Родительский PIN        : {}...
HW_INFO              | be    | +11 chars | Bluetooth MAC адрес   : {:02X}:{:02X}:{:...
HW_INFO              | be    | +11 chars | Wireless LAN MAC адрес: {:02X}:{:02X}:{:...
HW_INFO              | be    | +11 chars | Configuration Id1     : {}...
HW_INFO              | be    | +11 chars | Серийный номер        : {}...
HW_INFO              | be    | +11 chars | Экран                 : ({:08X}) {}...
HW_INFO              | de    | +11 chars | Bluetooth MAC адрес   : {:02X}:{:02X}:{:...
HW_INFO              | de    | +11 chars | Wireless LAN MAC адрес: {:02X}:{:02X}:{:...
HW_INFO              | de    | +11 chars | Configuration Id1     : {}...
HW_INFO              | de    | +11 chars | Серийный номер        : {}...
